Sample in Buffer,Sample in Window,TRIGGER,tsm_I_1[11:0],tsm_Q_1[11:0],tsm_I[11:0],tsm_Q[11:0],rev_I[11:0],rev_Q[11:0],rev_valid_1,rev_valid_2,rev_valid_3,rev_valid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,SIGNED,SIGNED,HEX,HEX,HEX,HEX
432,432,0,ffe,7fe,ffe,7fe,-1166,-1288,1,1,1,1
433,433,0,802,ffe,802,ffe,750,-348,1,1,1,1
434,434,0,802,ffe,802,ffe,2047,740,1,1,1,1
435,435,0,002,802,002,802,1354,1099,1,1,1,1
436,436,0,002,802,002,802,89,664,1,1,1,1
437,437,0,7fe,002,7fe,002,-661,-53,1,1,1,1
438,438,0,ffe,7fe,ffe,7fe,-1456,-919,1,1,1,1
439,439,0,ffe,7fe,ffe,7fe,-1295,-1347,1,1,1,1
440,440,0,7fe,002,7fe,002,784,-330,1,1,1,1
441,441,0,7fe,002,7fe,002,2047,737,1,1,1,1
442,442,0,ffe,7fe,ffe,7fe,1306,1082,1,1,1,1
443,443,0,ffe,7fe,ffe,7fe,59,675,1,1,1,1
444,444,0,802,ffe,802,ffe,-669,59,1,1,1,1
445,445,0,802,ffe,802,ffe,-1249,-46,1,1,1,1
446,446,0,002,802,002,802,-1458,-706,1,1,1,1
447,447,0,002,802,002,802,-1171,-1302,1,1,1,1
448,448,0,7fe,002,7fe,002,743,-349,1,1,1,1
449,449,0,7fe,002,7fe,002,2047,699,1,1,1,1
450,450,0,ffe,7fe,ffe,7fe,1351,1113,1,1,1,1
451,451,0,ffe,7fe,ffe,7fe,113,672,1,1,1,1
452,452,0,802,ffe,802,ffe,-708,-62,1,1,1,1
453,453,0,002,802,002,802,-1404,-924,1,1,1,1
454,454,0,002,802,002,802,-1570,-1350,1,1,1,1
455,455,0,7fe,002,7fe,002,-1252,-323,1,1,1,1
456,456,0,7fe,002,7fe,002,-1076,362,1,1,1,1
457,457,0,ffe,7fe,ffe,7fe,-1401,-609,1,1,1,1
458,458,0,ffe,7fe,ffe,7fe,-1246,-1414,1,1,1,1
459,459,0,802,ffe,802,ffe,763,-341,1,1,1,1
460,460,0,802,ffe,802,ffe,2047,707,1,1,1,1
461,461,0,002,802,002,802,1309,1104,1,1,1,1
462,462,0,002,802,002,802,105,652,1,1,1,1
463,463,0,7fe,002,7fe,002,-676,90,1,1,1,1
464,464,0,7fe,002,7fe,002,-1219,-45,1,1,1,1
465,465,0,ffe,7fe,ffe,7fe,-1465,-688,1,1,1,1
466,466,0,ffe,7fe,ffe,7fe,-1180,-1324,1,1,1,1
467,467,0,802,ffe,802,ffe,615,-211,1,1,1,1
468,468,0,002,802,002,802,1486,1379,1,1,1,1
469,469,0,002,802,002,802,347,934,1,1,1,1
470,470,0,802,ffe,802,ffe,-803,-8,1,1,1,1
471,471,0,802,ffe,802,ffe,-1258,-58,1,1,1,1
472,472,0,002,802,002,802,-1425,-678,1,1,1,1
473,473,0,002,802,002,802,-1195,-1325,1,1,1,1
474,474,0,7fe,002,7fe,002,764,-353,1,1,1,1
475,475,0,7fe,002,7fe,002,2047,717,1,1,1,1
476,476,0,ffe,7fe,ffe,7fe,1338,1080,1,1,1,1
477,477,0,ffe,7fe,ffe,7fe,55,663,1,1,1,1
478,478,0,802,ffe,802,ffe,-679,84,1,1,1,1
479,479,0,802,ffe,802,ffe,-1237,-30,1,1,1,1
480,480,0,002,802,002,802,-1481,-697,1,1,1,1
481,481,0,002,802,002,802,-1169,-1345,1,1,1,1
482,482,0,7fe,002,7fe,002,633,-203,1,1,1,1
483,483,0,ffe,7fe,ffe,7fe,1454,1375,1,1,1,1
484,484,0,ffe,7fe,ffe,7fe,608,837,1,1,1,1
485,485,0,802,ffe,802,ffe,1199,-615,1,1,1,1
486,486,0,802,ffe,802,ffe,2047,-233,1,1,1,1
487,487,0,002,802,002,802,1288,1084,1,1,1,1
488,488,0,002,802,002,802,115,832,1,1,1,1
489,489,0,7fe,002,7fe,002,-685,11,1,1,1,1
490,490,0,7fe,002,7fe,002,-1237,-42,1,1,1,1
491,491,0,ffe,7fe,ffe,7fe,-1429,-730,1,1,1,1
492,492,0,ffe,7fe,ffe,7fe,-1225,-1300,1,1,1,1
493,493,0,802,ffe,802,ffe,763,-322,1,1,1,1
494,494,0,802,ffe,802,ffe,2047,700,1,1,1,1
495,495,0,002,802,002,802,1314,1094,1,1,1,1
496,496,0,002,802,002,802,132,683,1,1,1,1
497,497,0,7fe,002,7fe,002,-663,-60,1,1,1,1
498,498,0,ffe,7fe,ffe,7fe,-1498,-921,1,1,1,1
499,499,0,ffe,7fe,ffe,7fe,-1288,-1326,1,1,1,1
500,500,0,7fe,002,7fe,002,790,-317,1,1,1,1
501,501,0,7fe,002,7fe,002,2047,721,1,1,1,1
502,502,0,ffe,7fe,ffe,7fe,1319,1105,1,1,1,1
503,503,0,ffe,7fe,ffe,7fe,83,673,1,1,1,1
504,504,0,802,ffe,802,ffe,-688,66,1,1,1,1
505,505,0,802,ffe,802,ffe,-1205,-32,1,1,1,1
506,506,0,002,802,002,802,-1442,-712,1,1,1,1
507,507,0,002,802,002,802,-1212,-1317,1,1,1,1
508,508,0,7fe,002,7fe,002,779,-367,1,1,1,1
509,509,0,7fe,002,7fe,002,2047,699,1,1,1,1
510,510,0,ffe,7fe,ffe,7fe,1326,1118,1,1,1,1
511,511,0,ffe,7fe,ffe,7fe,103,676,1,1,1,1
512,512,0,802,ffe,802,ffe,-697,-59,1,1,1,1
513,513,0,002,802,002,802,-1441,-930,1,1,1,1
514,514,0,002,802,002,802,-1556,-1345,1,1,1,1
515,515,0,7fe,002,7fe,002,-1249,-327,1,1,1,1
516,516,0,7fe,002,7fe,002,-1088,369,1,1,1,1
517,517,0,ffe,7fe,ffe,7fe,-1394,-634,1,1,1,1
518,518,0,ffe,7fe,ffe,7fe,-1235,-1424,1,1,1,1
519,519,0,802,ffe,802,ffe,772,-338,1,1,1,1
520,520,0,802,ffe,802,ffe,2047,728,1,1,1,1
521,521,0,002,802,002,802,1328,1104,1,1,1,1
522,522,0,002,802,002,802,78,659,1,1,1,1
523,523,0,7fe,002,7fe,002,-686,52,1,1,1,1
524,524,0,7fe,002,7fe,002,-1222,-21,1,1,1,1
525,525,0,ffe,7fe,ffe,7fe,-1461,-680,1,1,1,1
526,526,0,ffe,7fe,ffe,7fe,-1196,-1339,1,1,1,1
527,527,0,802,ffe,802,ffe,629,-182,1,1,1,1
528,528,0,002,802,002,802,1494,1352,1,1,1,1
529,529,0,002,802,002,802,326,903,1,1,1,1
530,530,0,802,ffe,802,ffe,-795,0,1,1,1,1
531,531,0,802,ffe,802,ffe,-1259,-49,1,1,1,1
532,532,0,002,802,002,802,-1424,-678,1,1,1,1
533,533,0,002,802,002,802,-1184,-1315,1,1,1,1
534,534,0,7fe,002,7fe,002,772,-339,1,1,1,1
535,535,0,7fe,002,7fe,002,2047,718,1,1,1,1
536,536,0,ffe,7fe,ffe,7fe,1321,1112,1,1,1,1
537,537,0,ffe,7fe,ffe,7fe,95,652,1,1,1,1
538,538,0,802,ffe,802,ffe,-696,81,1,1,1,1
539,539,0,802,ffe,802,ffe,-1220,-9,1,1,1,1
540,540,0,002,802,002,802,-1457,-701,1,1,1,1
541,541,0,002,802,002,802,-1176,-1342,1,1,1,1
542,542,0,7fe,002,7fe,002,643,-190,1,1,1,1
543,543,0,ffe,7fe,ffe,7fe,1477,1384,1,1,1,1
544,544,0,ffe,7fe,ffe,7fe,625,788,1,1,1,1
545,545,0,802,ffe,802,ffe,1172,-812,1,1,1,1
546,546,0,802,ffe,802,ffe,2047,-408,1,1,1,1
547,547,0,002,802,002,802,1307,1104,1,1,1,1
548,548,0,002,802,002,802,125,882,1,1,1,1
549,549,0,7fe,002,7fe,002,-696,2,1,1,1,1
550,550,0,7fe,002,7fe,002,-1225,-42,1,1,1,1
551,551,0,ffe,7fe,ffe,7fe,-1437,-683,1,1,1,1
552,552,0,ffe,7fe,ffe,7fe,-1186,-1332,1,1,1,1
553,553,0,802,ffe,802,ffe,751,-341,1,1,1,1
554,554,0,802,ffe,802,ffe,2047,721,1,1,1,1
555,555,0,002,802,002,802,1352,1083,1,1,1,1
556,556,0,002,802,002,802,112,667,1,1,1,1
557,557,0,7fe,002,7fe,002,-667,-33,1,1,1,1
558,558,0,ffe,7fe,ffe,7fe,-1467,-935,1,1,1,1
559,559,0,ffe,7fe,ffe,7fe,-1302,-1351,1,1,1,1
560,560,0,7fe,002,7fe,002,807,-308,1,1,1,1
561,561,0,7fe,002,7fe,002,2047,710,1,1,1,1
562,562,0,ffe,7fe,ffe,7fe,1324,1116,1,1,1,1
563,563,0,ffe,7fe,ffe,7fe,101,670,1,1,1,1
564,564,0,802,ffe,802,ffe,-695,61,1,1,1,1
565,565,0,802,ffe,802,ffe,-1212,-21,1,1,1,1
566,566,0,002,802,002,802,-1457,-681,1,1,1,1
567,567,0,002,802,002,802,-1198,-1313,1,1,1,1
568,568,0,7fe,002,7fe,002,770,-379,1,1,1,1
569,569,0,7fe,002,7fe,002,2047,717,1,1,1,1
570,570,0,ffe,7fe,ffe,7fe,1325,1097,1,1,1,1
571,571,0,ffe,7fe,ffe,7fe,88,667,1,1,1,1
572,572,0,802,ffe,802,ffe,-679,-41,1,1,1,1
573,573,0,002,802,002,802,-1428,-921,1,1,1,1
574,574,0,002,802,002,802,-1552,-1361,1,1,1,1
575,575,0,7fe,002,7fe,002,-1224,-302,1,1,1,1
576,576,0,7fe,002,7fe,002,-1100,371,1,1,1,1
577,577,0,ffe,7fe,ffe,7fe,-1379,-643,1,1,1,1
578,578,0,ffe,7fe,ffe,7fe,-1216,-1386,1,1,1,1
579,579,0,802,ffe,802,ffe,743,-328,1,1,1,1
580,580,0,802,ffe,802,ffe,2047,734,1,1,1,1
581,581,0,002,802,002,802,1351,1119,1,1,1,1
582,582,0,002,802,002,802,74,659,1,1,1,1
583,583,0,7fe,002,7fe,002,-674,36,1,1,1,1
584,584,0,7fe,002,7fe,002,-1231,-28,1,1,1,1
585,585,0,ffe,7fe,ffe,7fe,-1460,-661,1,1,1,1
586,586,0,ffe,7fe,ffe,7fe,-1202,-1371,1,1,1,1
587,587,0,802,ffe,802,ffe,637,-178,1,1,1,1
588,588,0,002,802,002,802,1513,1372,1,1,1,1
589,589,0,002,802,002,802,326,905,1,1,1,1
590,590,0,802,ffe,802,ffe,-778,-31,1,1,1,1
591,591,0,802,ffe,802,ffe,-1254,-17,1,1,1,1
592,592,0,002,802,002,802,-1422,-703,1,1,1,1
593,593,0,002,802,002,802,-1207,-1317,1,1,1,1
594,594,0,7fe,002,7fe,002,740,-316,1,1,1,1
595,595,0,7fe,002,7fe,002,2047,707,1,1,1,1
596,596,0,ffe,7fe,ffe,7fe,1317,1097,1,1,1,1
597,597,0,ffe,7fe,ffe,7fe,113,674,1,1,1,1
598,598,0,802,ffe,802,ffe,-691,55,1,1,1,1
599,599,0,802,ffe,802,ffe,-1237,-36,1,1,1,1
600,600,0,002,802,002,802,-1444,-683,1,1,1,1
601,601,0,002,802,002,802,-1191,-1347,1,1,1,1
602,602,0,7fe,002,7fe,002,628,-216,1,1,1,1
603,603,0,ffe,7fe,ffe,7fe,1495,1393,1,1,1,1
604,604,0,ffe,7fe,ffe,7fe,601,826,1,1,1,1
605,605,0,802,ffe,802,ffe,1197,-611,1,1,1,1
606,606,0,802,ffe,802,ffe,2047,-221,1,1,1,1
607,607,0,002,802,002,802,1302,1108,1,1,1,1
608,608,0,002,802,002,802,105,813,1,1,1,1
609,609,0,7fe,002,7fe,002,-712,81,1,1,1,1
610,610,0,7fe,002,7fe,002,-1226,-69,1,1,1,1
611,611,0,ffe,7fe,ffe,7fe,-1472,-704,1,1,1,1
612,612,0,ffe,7fe,ffe,7fe,-1180,-1310,1,1,1,1
613,613,0,802,ffe,802,ffe,778,-324,1,1,1,1
614,614,0,802,ffe,802,ffe,2047,689,1,1,1,1
615,615,0,002,802,002,802,1349,1110,1,1,1,1
616,616,0,002,802,002,802,103,667,1,1,1,1
617,617,0,7fe,002,7fe,002,-697,-52,1,1,1,1
618,618,0,ffe,7fe,ffe,7fe,-1463,-950,1,1,1,1
619,619,0,ffe,7fe,ffe,7fe,-1287,-1321,1,1,1,1
620,620,0,802,ffe,802,ffe,786,-338,1,1,1,1
621,621,0,802,ffe,802,ffe,2047,724,1,1,1,1
622,622,0,002,802,002,802,1345,1115,1,1,1,1
623,623,0,002,802,002,802,55,658,1,1,1,1
624,624,0,7fe,002,7fe,002,-689,50,1,1,1,1
625,625,0,7fe,002,7fe,002,-1230,-36,1,1,1,1
626,626,0,ffe,7fe,ffe,7fe,-1484,-687,1,1,1,1
627,627,0,ffe,7fe,ffe,7fe,-1189,-1323,1,1,1,1
628,628,0,802,ffe,802,ffe,772,-344,1,1,1,1
629,629,0,802,ffe,802,ffe,2047,705,1,1,1,1
630,630,0,002,802,002,802,1338,1096,1,1,1,1
631,631,0,002,802,002,802,113,692,1,1,1,1
632,632,0,7fe,002,7fe,002,-690,-59,1,1,1,1
633,633,0,ffe,7fe,ffe,7fe,-1435,-949,1,1,1,1
634,634,0,ffe,7fe,ffe,7fe,-1556,-1350,1,1,1,1
635,635,0,802,ffe,802,ffe,-1240,-315,1,1,1,1
636,636,0,802,ffe,802,ffe,-1111,353,1,1,1,1
637,637,0,002,802,002,802,-1396,-613,1,1,1,1
638,638,0,002,802,002,802,-1238,-1364,1,1,1,1
639,639,0,7fe,002,7fe,002,775,-357,1,1,1,1
640,640,0,7fe,002,7fe,002,2047,722,1,1,1,1
641,641,0,ffe,7fe,ffe,7fe,1334,1106,1,1,1,1
642,642,0,ffe,7fe,ffe,7fe,66,646,1,1,1,1
643,643,0,802,ffe,802,ffe,-684,71,1,1,1,1
644,644,0,802,ffe,802,ffe,-1244,-14,1,1,1,1
645,645,0,002,802,002,802,-1469,-691,1,1,1,1
646,646,0,002,802,002,802,-1197,-1341,1,1,1,1
647,647,0,7fe,002,7fe,002,642,-173,1,1,1,1
648,648,0,ffe,7fe,ffe,7fe,1475,1357,1,1,1,1
649,649,0,ffe,7fe,ffe,7fe,332,920,1,1,1,1
650,650,0,802,ffe,802,ffe,-777,-7,1,1,1,1
651,651,0,802,ffe,802,ffe,-1277,-70,1,1,1,1
652,652,0,002,802,002,802,-1417,-685,1,1,1,1
653,653,0,002,802,002,802,-1185,-1314,1,1,1,1
654,654,0,7fe,002,7fe,002,747,-351,1,1,1,1
655,655,0,7fe,002,7fe,002,2047,689,1,1,1,1
656,656,0,ffe,7fe,ffe,7fe,1346,1097,1,1,1,1
657,657,0,ffe,7fe,ffe,7fe,72,636,1,1,1,1
658,658,0,802,ffe,802,ffe,-700,59,1,1,1,1
659,659,0,802,ffe,802,ffe,-1231,-19,1,1,1,1
660,660,0,002,802,002,802,-1455,-693,1,1,1,1
661,661,0,002,802,002,802,-1186,-1364,1,1,1,1
662,662,0,7fe,002,7fe,002,662,-182,1,1,1,1
663,663,0,ffe,7fe,ffe,7fe,1468,1364,1,1,1,1
664,664,0,ffe,7fe,ffe,7fe,346,900,1,1,1,1
665,665,0,802,ffe,802,ffe,-773,-17,1,1,1,1
666,666,0,802,ffe,802,ffe,-1275,-53,1,1,1,1
667,667,0,002,802,002,802,-1448,-686,1,1,1,1
668,668,0,002,802,002,802,-1208,-1316,1,1,1,1
669,669,0,7fe,002,7fe,002,754,-336,1,1,1,1
670,670,0,7fe,002,7fe,002,2047,665,1,1,1,1
671,671,0,ffe,7fe,ffe,7fe,1345,1086,1,1,1,1
672,672,0,ffe,7fe,ffe,7fe,81,666,1,1,1,1
673,673,0,802,ffe,802,ffe,-698,72,1,1,1,1
674,674,0,802,ffe,802,ffe,-1225,-30,1,1,1,1
675,675,0,002,802,002,802,-1458,-691,1,1,1,1
676,676,0,002,802,002,802,-1191,-1345,1,1,1,1
677,677,0,7fe,002,7fe,002,628,-179,1,1,1,1
678,678,0,ffe,7fe,ffe,7fe,1486,1374,1,1,1,1
679,679,0,ffe,7fe,ffe,7fe,338,909,1,1,1,1
680,680,0,802,ffe,802,ffe,-759,-16,1,1,1,1
681,681,0,802,ffe,802,ffe,-1265,-44,1,1,1,1
682,682,0,002,802,002,802,-1442,-674,1,1,1,1
683,683,0,002,802,002,802,-1185,-1318,1,1,1,1
684,684,0,7fe,002,7fe,002,793,-348,1,1,1,1
685,685,0,7fe,002,7fe,002,2047,706,1,1,1,1
686,686,0,ffe,7fe,ffe,7fe,1344,1092,1,1,1,1
687,687,0,ffe,7fe,ffe,7fe,66,652,1,1,1,1
688,688,0,802,ffe,802,ffe,-690,69,1,1,1,1
689,689,0,802,ffe,802,ffe,-1222,-51,1,1,1,1
690,690,0,002,802,002,802,-1469,-681,1,1,1,1
691,691,0,002,802,002,802,-1193,-1321,1,1,1,1
692,692,0,7fe,002,7fe,002,637,-182,1,1,1,1
693,693,0,ffe,7fe,ffe,7fe,1490,1352,1,1,1,1
694,694,0,ffe,7fe,ffe,7fe,339,906,1,1,1,1
695,695,0,802,ffe,802,ffe,-775,-14,1,1,1,1
696,696,0,802,ffe,802,ffe,-1254,-55,1,1,1,1
697,697,0,002,802,002,802,-1440,-690,1,1,1,1
698,698,0,002,802,002,802,-1173,-1343,1,1,1,1
699,699,0,7fe,002,7fe,002,785,-357,1,1,1,1
700,700,0,7fe,002,7fe,002,2047,724,1,1,1,1
701,701,0,ffe,7fe,ffe,7fe,1320,1110,1,1,1,1
702,702,0,ffe,7fe,ffe,7fe,87,652,1,1,1,1
703,703,0,802,ffe,802,ffe,-694,63,1,1,1,1
704,704,0,802,ffe,802,ffe,-1221,-43,1,1,1,1
705,705,0,002,802,002,802,-1452,-685,1,1,1,1
706,706,0,002,802,002,802,-1201,-1365,1,1,1,1
707,707,0,7fe,002,7fe,002,658,-186,1,1,1,1
708,708,0,ffe,7fe,ffe,7fe,1487,1362,1,1,1,1
709,709,0,ffe,7fe,ffe,7fe,339,922,1,1,1,1
710,710,0,802,ffe,802,ffe,-778,-13,1,1,1,1
711,711,0,802,ffe,802,ffe,-1246,-57,1,1,1,1
712,712,0,002,802,002,802,-1426,-729,1,1,1,1
713,713,0,002,802,002,802,-1181,-1320,1,1,1,1
714,714,0,7fe,002,7fe,002,769,-354,1,1,1,1
715,715,0,7fe,002,7fe,002,2047,705,1,1,1,1
716,716,0,ffe,7fe,ffe,7fe,1334,1114,1,1,1,1
717,717,0,ffe,7fe,ffe,7fe,96,650,1,1,1,1
718,718,0,802,ffe,802,ffe,-698,62,1,1,1,1
719,719,0,802,ffe,802,ffe,-1245,-2,1,1,1,1
720,720,0,002,802,002,802,-1441,-703,1,1,1,1
721,721,0,002,802,002,802,-1196,-1354,1,1,1,1
722,722,0,7fe,002,7fe,002,636,-190,1,1,1,1
723,723,0,ffe,7fe,ffe,7fe,1470,1377,1,1,1,1
724,724,0,ffe,7fe,ffe,7fe,328,916,1,1,1,1
725,725,0,802,ffe,802,ffe,-760,-22,1,1,1,1
726,726,0,802,ffe,802,ffe,-1239,-60,1,1,1,1
727,727,0,002,802,002,802,-1424,-722,1,1,1,1
728,728,0,002,802,002,802,-1188,-1315,1,1,1,1
729,729,0,7fe,002,7fe,002,767,-359,1,1,1,1
730,730,0,7fe,002,7fe,002,2047,720,1,1,1,1
731,731,0,ffe,7fe,ffe,7fe,1344,1122,1,1,1,1
732,732,0,ffe,7fe,ffe,7fe,81,673,1,1,1,1
733,733,0,802,ffe,802,ffe,-702,59,1,1,1,1
734,734,0,802,ffe,802,ffe,-1216,-38,1,1,1,1
735,735,0,002,802,002,802,-1454,-694,1,1,1,1
736,736,0,002,802,002,802,-1183,-1352,1,1,1,1
737,737,0,7fe,002,7fe,002,615,-193,1,1,1,1
738,738,0,ffe,7fe,ffe,7fe,1496,1394,1,1,1,1
739,739,0,ffe,7fe,ffe,7fe,328,894,1,1,1,1
740,740,0,802,ffe,802,ffe,-765,-27,1,1,1,1
741,741,0,802,ffe,802,ffe,-1226,-40,1,1,1,1
742,742,0,002,802,002,802,-1430,-707,1,1,1,1
743,743,0,002,802,002,802,-1209,-1330,1,1,1,1
744,744,0,7fe,002,7fe,002,785,-354,1,1,1,1
745,745,0,7fe,002,7fe,002,2047,723,1,1,1,1
746,746,0,ffe,7fe,ffe,7fe,1321,1114,1,1,1,1
747,747,0,ffe,7fe,ffe,7fe,81,668,1,1,1,1
748,748,0,802,ffe,802,ffe,-677,71,1,1,1,1
749,749,0,802,ffe,802,ffe,-1213,-41,1,1,1,1
750,750,0,002,802,002,802,-1447,-692,1,1,1,1
751,751,0,002,802,002,802,-1180,-1342,1,1,1,1
752,752,0,7fe,002,7fe,002,615,-211,1,1,1,1
753,753,0,ffe,7fe,ffe,7fe,1490,1369,1,1,1,1
754,754,0,ffe,7fe,ffe,7fe,345,906,1,1,1,1
755,755,0,802,ffe,802,ffe,-806,-23,1,1,1,1
756,756,0,802,ffe,802,ffe,-1238,-34,1,1,1,1
757,757,0,002,802,002,802,-1416,-690,1,1,1,1
758,758,0,002,802,002,802,-1186,-1338,1,1,1,1
759,759,0,7fe,002,7fe,002,765,-339,1,1,1,1
760,760,0,7fe,002,7fe,002,2047,734,1,1,1,1
761,761,0,ffe,7fe,ffe,7fe,1311,1120,1,1,1,1
762,762,0,ffe,7fe,ffe,7fe,107,645,1,1,1,1
763,763,0,802,ffe,802,ffe,-658,60,1,1,1,1
764,764,0,802,ffe,802,ffe,-1246,-14,1,1,1,1
765,765,0,002,802,002,802,-1452,-691,1,1,1,1
766,766,0,002,802,002,802,-1189,-1326,1,1,1,1
767,767,0,7fe,002,7fe,002,621,-183,1,1,1,1
768,768,0,ffe,7fe,ffe,7fe,1504,1350,1,1,1,1
769,769,0,ffe,7fe,ffe,7fe,356,922,1,1,1,1
770,770,0,802,ffe,802,ffe,-788,-32,1,1,1,1
771,771,0,802,ffe,802,ffe,-1236,-63,1,1,1,1
772,772,0,002,802,002,802,-1402,-688,1,1,1,1
773,773,0,002,802,002,802,-1199,-1314,1,1,1,1
774,774,0,7fe,002,7fe,002,748,-361,1,1,1,1
775,775,0,7fe,002,7fe,002,2047,737,1,1,1,1
776,776,0,ffe,7fe,ffe,7fe,1319,1114,1,1,1,1
777,777,0,ffe,7fe,ffe,7fe,82,638,1,1,1,1
778,778,0,802,ffe,802,ffe,-686,93,1,1,1,1
779,779,0,802,ffe,802,ffe,-1241,-14,1,1,1,1
780,780,0,002,802,002,802,-1448,-698,1,1,1,1
781,781,0,002,802,002,802,-1175,-1352,1,1,1,1
782,782,0,7fe,002,7fe,002,626,-175,1,1,1,1
783,783,0,ffe,7fe,ffe,7fe,1482,1351,1,1,1,1
784,784,0,ffe,7fe,ffe,7fe,339,950,1,1,1,1
785,785,0,802,ffe,802,ffe,-769,-2,1,1,1,1
786,786,0,802,ffe,802,ffe,-1249,-79,1,1,1,1
787,787,0,002,802,002,802,-1416,-681,1,1,1,1
788,788,0,002,802,002,802,-1183,-1290,1,1,1,1
789,789,0,7fe,002,7fe,002,733,-367,1,1,1,1
790,790,0,7fe,002,7fe,002,2047,736,1,1,1,1
791,791,0,ffe,7fe,ffe,7fe,1355,1119,1,1,1,1
792,792,0,ffe,7fe,ffe,7fe,77,651,1,1,1,1
793,793,0,802,ffe,802,ffe,-697,69,1,1,1,1
794,794,0,802,ffe,802,ffe,-1204,-30,1,1,1,1
795,795,0,002,802,002,802,-1481,-722,1,1,1,1
796,796,0,002,802,002,802,-1166,-1344,1,1,1,1
797,797,0,7fe,002,7fe,002,638,-181,1,1,1,1
798,798,0,ffe,7fe,ffe,7fe,1459,1364,1,1,1,1
799,799,0,ffe,7fe,ffe,7fe,357,892,1,1,1,1
800,800,0,802,ffe,802,ffe,-781,2,1,1,1,1
801,801,0,802,ffe,802,ffe,-1257,-66,1,1,1,1
802,802,0,002,802,002,802,-1440,-689,1,1,1,1
803,803,0,002,802,002,802,-1177,-1295,1,1,1,1
804,804,0,7fe,002,7fe,002,756,-366,1,1,1,1
805,805,0,7fe,002,7fe,002,2047,705,1,1,1,1
806,806,0,ffe,7fe,ffe,7fe,1345,1126,1,1,1,1
807,807,0,ffe,7fe,ffe,7fe,68,654,1,1,1,1
808,808,0,802,ffe,802,ffe,-710,58,1,1,1,1
809,809,0,802,ffe,802,ffe,-1200,-11,1,1,1,1
810,810,0,002,802,002,802,-1487,-689,1,1,1,1
811,811,0,002,802,002,802,-1212,-1331,1,1,1,1
812,812,0,7fe,002,7fe,002,655,-183,1,1,1,1
813,813,0,ffe,7fe,ffe,7fe,1485,1365,1,1,1,1
814,814,0,ffe,7fe,ffe,7fe,345,898,1,1,1,1
815,815,0,802,ffe,802,ffe,-765,-13,1,1,1,1
816,816,0,802,ffe,802,ffe,-1261,-39,1,1,1,1
817,817,0,002,802,002,802,-1447,-695,1,1,1,1
818,818,0,002,802,002,802,-1182,-1294,1,1,1,1
819,819,0,7fe,002,7fe,002,751,-336,1,1,1,1
820,820,0,7fe,002,7fe,002,2047,705,1,1,1,1
821,821,0,ffe,7fe,ffe,7fe,1358,1122,1,1,1,1
822,822,0,ffe,7fe,ffe,7fe,76,668,1,1,1,1
823,823,0,802,ffe,802,ffe,-694,56,1,1,1,1
824,824,0,802,ffe,802,ffe,-1211,-21,1,1,1,1
825,825,0,002,802,002,802,-1442,-694,1,1,1,1
826,826,0,002,802,002,802,-1210,-1344,1,1,1,1
827,827,0,7fe,002,7fe,002,662,-200,1,1,1,1
828,828,0,ffe,7fe,ffe,7fe,1479,1370,1,1,1,1
829,829,0,ffe,7fe,ffe,7fe,328,912,1,1,1,1
830,830,0,7fe,002,7fe,002,-774,-24,1,1,1,1
831,831,0,7fe,002,7fe,002,-1239,-30,1,1,1,1
832,832,0,ffe,7fe,ffe,7fe,-1448,-700,1,1,1,1
833,833,0,ffe,7fe,ffe,7fe,-1188,-1302,1,1,1,1
834,834,0,802,ffe,802,ffe,763,-341,1,1,1,1
835,835,0,802,ffe,802,ffe,2047,709,1,1,1,1
836,836,0,002,802,002,802,1355,1090,1,1,1,1
837,837,0,002,802,002,802,101,660,1,1,1,1
838,838,0,7fe,002,7fe,002,-717,60,1,1,1,1
839,839,0,7fe,002,7fe,002,-1212,-23,1,1,1,1
840,840,0,ffe,7fe,ffe,7fe,-1458,-679,1,1,1,1
841,841,0,ffe,7fe,ffe,7fe,-1175,-1341,1,1,1,1
842,842,0,802,ffe,802,ffe,653,-196,1,1,1,1
843,843,0,002,802,002,802,1493,1380,1,1,1,1
844,844,0,002,802,002,802,334,919,1,1,1,1
845,845,0,7fe,002,7fe,002,-781,-31,1,1,1,1
846,846,0,7fe,002,7fe,002,-1247,-42,1,1,1,1
847,847,0,ffe,7fe,ffe,7fe,-1459,-705,1,1,1,1
848,848,0,ffe,7fe,ffe,7fe,-1198,-1300,1,1,1,1
849,849,0,802,ffe,802,ffe,743,-352,1,1,1,1
850,850,0,802,ffe,802,ffe,2047,684,1,1,1,1
851,851,0,002,802,002,802,1328,1086,1,1,1,1
852,852,0,002,802,002,802,91,678,1,1,1,1
853,853,0,7fe,002,7fe,002,-684,62,1,1,1,1
854,854,0,7fe,002,7fe,002,-1224,-17,1,1,1,1
855,855,0,ffe,7fe,ffe,7fe,-1448,-694,1,1,1,1
856,856,0,ffe,7fe,ffe,7fe,-1202,-1358,1,1,1,1
857,857,0,802,ffe,802,ffe,625,-178,1,1,1,1
858,858,0,002,802,002,802,1484,1374,1,1,1,1
859,859,0,002,802,002,802,343,913,1,1,1,1
860,860,0,802,ffe,802,ffe,-766,-19,1,1,1,1
861,861,0,802,ffe,802,ffe,-1265,-34,1,1,1,1
862,862,0,002,802,002,802,-1442,-682,1,1,1,1
